,text,type
14701,Fred being courageous or Spencer being not tense implies that Claude is not curious.,rule
14702,"If someone is either interesting or not tense, then he is not dull and not courageous.",rule
14703,Someone being not interesting is equivalent to being dull.,rule
14704,Someone who is curious is always both not tense and not shiny.,rule
14705,Someone being not shiny is equivalent to being courageous.,rule
14706,Someone is not tense if and only if he is not courageous.,rule
14707,Someone being both not shiny and not dull is equivalent to being curious and not courageous.,rule
14708,"If Morton is shiny, then Spencer is not interesting and Spencer is dull, and vice versa.",rule
14709,"If Theodore is dull, then Rodney is courageous and Spencer is curious.",rule
14710,"If there is at least one people who is not tense, then Theodore is not curious and Spencer is shiny.",rule
14711,"If there is someone who is both curious and dull, then Henry is not shiny.",rule
14712,Bruce is wandering.,fact
14713,Halden is stormy.,fact
14714,Alton is stormy.,fact
14715,Lucia is not elderly.,fact
14716,Halden is not elderly.,fact
14717,Halden is good.,fact
14718,Morris is not fuzzy.,fact
14719,Bruce is good.,fact
14720,Lucia is not good.,fact
14721,Lucia is not wandering.,fact
14722,Morris is not elderly.,fact
14723,Halden is not wandering.,fact
14724,"As long as someone is wandering, he is puny and elderly.",rule
14725,"If there is someone who is not wandering, then Alton is not stormy.",rule
14726,"If there is someone who is either not good or fuzzy, then Halden is not elderly.",rule
14727,Someone who is elderly is always both stormy and not wandering.,rule
14728,Lucia being stormy or Lucia being not elderly implies that Bruce is wandering.,rule
14729,"If there is at least one people who is not wandering, then Trent is not puny.",rule
14730,"If someone is not fuzzy, then he is not elderly.",rule
14731,"If there is at least one people who is both not stormy and puny, then Lucia is wandering.",rule
14732,"If someone is not wandering, then he is both fuzzy and good.",rule
14733,It can be concluded that Morris is elderly and Halden is not wandering once knowing that Trent is stormy.,rule
14734,Trent being stormy is equivalent to Trent being not good.,rule
14735,"If someone is not good and not stormy, then he is not fuzzy, and vice versa.",rule
14736,Kayla is not nice.,fact
14737,Traci is sexual.,fact
14738,Ethan is not nice.,fact
14739,Traci is not nice.,fact
14740,Halden is annoying.,fact
14741,Kayla is disgusted.,fact
14742,Halden is nice.,fact
14743,Aiken is annoying.,fact
14744,Bruce is not big.,fact
14745,Maribel is nice.,fact
14746,Aiken is not disgusted.,fact
14747,Kayla is not sexual.,fact
14748,"If there is someone who is both sexual and disgusted, then Ethan is not good.",rule
14749,All not big people are not good.,rule
14750,It can be concluded that Maribel is not big and Halden is disgusted once knowing that Maribel is not annoying.,rule
14751,"If someone who is not good is also sexual, then he is not big.",rule
14752,It can be concluded that Maribel is not nice and Kayla is not good once knowing that Traci is not annoying.,rule
14753,Someone who is both not nice and sexual is always not annoying.,rule
14754,"If there is someone who is either sexual or big, then Ethan is annoying.",rule
14755,"If someone is not sexual, then he is big.",rule
14756,"If all people are disgusted, then Aiken is annoying.",rule
14757,"If someone is either not big or disgusted, then he is nice and not annoying.",rule
14758,It can be concluded that Ethan is not big once knowing that Bruce is not good or Maribel is nice.,rule
14759,"If there is at least one people who is either annoying or good, then Bruce is not disgusted and Maribel is not nice.",rule
14760,Aldis is small.,fact
14761,Shawn is puzzled.,fact
14762,Aedan is cloudy.,fact
14763,Carter is small.,fact
14764,Bevis is zealous.,fact
14765,Carter is not curious.,fact
14766,Kimberly is cloudy.,fact
14767,Carter is puzzled.,fact
14768,Bevis is not curious.,fact
14769,Aldis is not curious.,fact
14770,Aedan is small.,fact
14771,Aedan is not zealous.,fact
14772,"If Shawn is not zealous and Kimberly is curious, then Philbert is not basic and Shawn is not cloudy, and vice versa.",rule
14773,"If Philbert is curious or Shawn is not puzzled, then Carter is small.",rule
14774,Kimberly being not zealous implies that Bevis is not cloudy.,rule
14775,"If there is at least one people who is not basic, then Kimberly is curious.",rule
14776,It can be concluded that Shawn is not puzzled and Aldis is basic once knowing that Bevis is not curious.,rule
14777,Carter being not puzzled is equivalent to Aedan being cloudy.,rule
14778,"If there is at least one people who is not small, then Shawn is not curious and Bevis is not basic.",rule
14779,"If someone is both basic and zealous, then he is not cloudy.",rule
14780,"If someone is both cloudy and not zealous, then he is small.",rule
14781,"If there is someone who is zealous, then Aedan is not cloudy and Carter is puzzled.",rule
14782,It can be concluded that Aldis is zealous once knowing that Philbert is cloudy.,rule
14783,It can be concluded that Aedan is not small and Shawn is not cloudy once knowing that Philbert is basic and Shawn is zealous.,rule
14784,Bruce is compassionate.,fact
14785,Coleman is not compassionate.,fact
14786,Leslie is not dynamic.,fact
14787,Truman is brown.,fact
14788,Bethany is compassionate.,fact
14789,Vicki is beautiful.,fact
14790,Lloyd is historical.,fact
14791,Leslie is not beautiful.,fact
14792,Truman is historical.,fact
14793,Bruce is not dynamic.,fact
14794,Lloyd is beautiful.,fact
14795,Truman is dynamic.,fact
14796,"If someone is historical, then he is beautiful, and vice versa.",rule
14797,Someone who is not historical is always not dynamic.,rule
14798,"As long as someone is compassionate, he is dynamic and old-fashioned.",rule
14799,Someone being both not beautiful and dynamic is equivalent to being not compassionate.,rule
14800,"If Vicki is historical, then Coleman is brown and Leslie is not beautiful, and vice versa.",rule
14801,It can be concluded that Leslie is historical once knowing that Vicki is old-fashioned and Vicki is beautiful.,rule
14802,Vicki being not historical or Truman being old-fashioned implies that Leslie is dynamic.,rule
14803,"If someone is compassionate and old-fashioned, then he is not historical, and vice versa.",rule
14804,"If Vicki is not brown, then Coleman is beautiful, and vice versa.",rule
14805,"If someone is not brown, then he is historical.",rule
14806,"If someone is beautiful and not brown, then he is not old-fashioned, and vice versa.",rule
14807,Leslie is not beautiful if and only if Truman is compassionate.,rule
14808,Tony is rational.,fact
14809,Igor is successful.,fact
14810,Aedan is rational.,fact
14811,Chad is unable.,fact
14812,Calvert is successful.,fact
14813,Aedan is tremendous.,fact
14814,Calvert is nice.,fact
14815,Tony is successful.,fact
14816,Igor is not nutty.,fact
14817,Marlon is nice.,fact
14818,Marlon is not successful.,fact
14819,Clifford is not tremendous.,fact
14820,"If all people are not rational, then Clifford is unable.",rule
14821,Calvert is not successful and Aedan is rational if and only if Marlon is nice and Aedan is tremendous.,rule
14822,"If everyone is successful, then Tony is not rational and Clifford is tremendous.",rule
14823,"If someone is not unable or he is successful, then he is not nice.",rule
14824,"If Marlon is nutty, then Tony is not successful and Aedan is not nice, and vice versa.",rule
14825,"If Calvert is successful or Calvert is not rational, then Tony is not unable.",rule
14826,"If Marlon is not nutty, then Calvert is not successful.",rule
14827,"If Marlon is not rational and Clifford is successful, then Calvert is not tremendous.",rule
14828,It can be concluded that Tony is successful once knowing that Marlon is not rational or Igor is not nice.,rule
14829,"As long as someone is rational, he is not unable and not nutty.",rule
14830,"If someone is either nutty or not successful, then he is rational and not nice.",rule
14831,"If Marlon is nutty, then Calvert is unable and Igor is not nice.",rule
14832,Neville is not strange.,fact
14833,Hadden is not rude.,fact
14834,Hadden is not humble.,fact
14835,Hartley is not large.,fact
14836,Olaf is not gentle.,fact
14837,Monique is not gentle.,fact
14838,Hartley is strange.,fact
14839,Neville is not humble.,fact
14840,Neville is not gentle.,fact
14841,Neville is not large.,fact
14842,Monique is not humble.,fact
14843,Olaf is better.,fact
14844,"If Neville is better, then Louis is not humble and Monique is not strange.",rule
14845,"If someone is both not humble and not strange, then he is gentle.",rule
14846,Lloyd being not gentle or Hartley being not large implies that Hadden is better.,rule
14847,"If someone who is not large is also not humble, then he is not gentle.",rule
14848,Someone is humble and not rude if and only if he is not better and gentle.,rule
14849,"If someone is better, then he is both gentle and rude.",rule
14850,It can be concluded that Monique is humble once knowing that Neville is gentle and Lloyd is not rude.,rule
14851,"If someone is not rude or better, then he is large.",rule
14852,Someone being not strange is equivalent to being not rude.,rule
14853,All not strange people are humble.,rule
14854,It can be concluded that Monique is strange once knowing that Lloyd is humble and Lloyd is not rude.,rule
14855,Someone being both not large and not better is equivalent to being rude.,rule
14856,Harris is combative.,fact
14857,Ron is not combative.,fact
14858,Ron is intelligent.,fact
14859,Brock is not combative.,fact
14860,Brock is not strange.,fact
14861,Travis is not intelligent.,fact
14862,Ron is good.,fact
14863,Kianna is not strange.,fact
14864,Brock is not guilty.,fact
14865,Richard is not combative.,fact
14866,Kianna is good.,fact
14867,Harris is not strange.,fact
14868,Someone being both easy and not intelligent is equivalent to being combative and not strange.,rule
14869,"If Kianna is good, then Kianna is combative and Travis is not strange.",rule
14870,Someone being not strange is equivalent to being not easy.,rule
14871,It can be concluded that Brock is combative once knowing that Ron is not strange.,rule
14872,"If someone who is not combative is also intelligent, then he is not guilty.",rule
14873,"If there is someone who is either not good or not guilty, then Brock is intelligent.",rule
14874,"If Kianna is strange, then Richard is not good.",rule
14875,"If there is at least one people who is good, then Travis is strange and Ron is not intelligent.",rule
14876,It can be concluded that Ron is not good once knowing that Richard is not guilty.,rule
14877,"If there is at least one people who is guilty, then Brock is good.",rule
14878,"If someone is not guilty or he is intelligent, then he is strange.",rule
14879,"If someone is not intelligent, then he is not combative, and vice versa.",rule
14880,Michael is not open.,fact
14881,Michael is realistic.,fact
14882,Jed is thoughtless.,fact
14883,Matthew is thoughtless.,fact
14884,Michael is not frail.,fact
14885,Maggie is not thoughtless.,fact
14886,Matthew is not wet.,fact
14887,Michael is not careful.,fact
14888,Jed is not wet.,fact
14889,Sherard is wet.,fact
14890,Michael is thoughtless.,fact
14891,Sherard is open.,fact
14892,"If there is someone who is thoughtless, then Katrina is wet and Sherard is careful.",rule
14893,"If Michael is wet, then Katrina is not frail and Kingsley is realistic.",rule
14894,"If there is at least one people who is not frail or not realistic, then Jed is thoughtless.",rule
14895,Someone who is both realistic and not wet is always open.,rule
14896,"If someone is thoughtless, then he is careful, and vice versa.",rule
14897,"If there is someone who is frail, then Katrina is realistic.",rule
14898,Someone being both not thoughtless and frail is equivalent to being not careful.,rule
14899,"If someone is not realistic, then he is not careful.",rule
14900,"If there is at least one people who is not wet or not open, then Kingsley is frail.",rule
14901,Someone is wet and careful if and only if he is realistic and open.,rule
14902,"If there is at least one people who is careful, then Matthew is not frail.",rule
14903,"If someone is realistic or he is not wet, then he is not open.",rule
14904,Colin is plucky.,fact
14905,Lucy is naughty.,fact
14906,Peter is naughty.,fact
14907,Colin is clear.,fact
14908,Kimball is not plucky.,fact
14909,Marvin is naughty.,fact
14910,Claude is not friendly.,fact
14911,Kimball is friendly.,fact
14912,Claude is naughty.,fact
14913,Colin is friendly.,fact
14914,Marvin is friendly.,fact
14915,Claude is not plucky.,fact
14916,"If there is someone who is either friendly or steep, then Claude is clear.",rule
14917,"If someone is not naughty, then he is both not friendly and steep.",rule
14918,It can be concluded that Claude is wild once knowing that Colin is plucky and Lucy is friendly.,rule
14919,Someone who is not steep is always not plucky.,rule
14920,Someone is plucky if and only if he is not clear.,rule
14921,All not clear people are not friendly.,rule
14922,Someone is steep if and only if he is clear.,rule
14923,Kerwin being clear implies that Kimball is steep.,rule
14924,"If there is at least one people who is clear, then Lucy is not naughty and Marvin is plucky.",rule
14925,Kerwin being not friendly implies that Lucy is not naughty and Lucy is not plucky.,rule
14926,"If someone is both naughty and plucky, then he is not steep.",rule
14927,Someone who is not plucky is always not friendly.,rule
14928,Morton is not courageous.,fact
14929,Louis is not similar.,fact
14930,Chandler is not hard-working.,fact
14931,Benton is not innocent.,fact
14932,Maddox is not similar.,fact
14933,Bert is not impressive.,fact
14934,Morton is not innocent.,fact
14935,Antonio is not similar.,fact
14936,Chandler is not impressive.,fact
14937,Louis is large.,fact
14938,Benton is not large.,fact
14939,Morton is similar.,fact
14940,Someone is not innocent and not hard-working if and only if he is courageous and large.,rule
14941,Someone who is eithor impressive or not hard-working is always courageous.,rule
14942,"If there is at least one people who is not courageous, then Chandler is impressive.",rule
14943,Someone who is both large and not impressive is always not courageous.,rule
14944,"If there is someone who is not innocent, then Antonio is not impressive and Bert is large.",rule
14945,All not similar people are not innocent.,rule
14946,"If there is at least one people who is both hard-working and not similar, then Morton is not impressive.",rule
14947,"If someone is large, then he is both innocent and hard-working.",rule
14948,"If there is someone who is both similar and not hard-working, then Bert is courageous.",rule
14949,It can be concluded that Morton is not large once knowing that Antonio is not innocent or Antonio is similar.,rule
14950,"If there is someone who is not similar, then Maddox is not hard-working.",rule
14951,"If Bert is not large, then Maddox is not similar and Antonio is not hard-working, and vice versa.",rule
14952,Valentina is glorious.,fact
14953,Valentina is impossible.,fact
14954,Rex is not triangular.,fact
14955,Valentina is not skinny.,fact
14956,Rex is not frightened.,fact
14957,Luisa is triangular.,fact
14958,Ian is safe.,fact
14959,Quimby is not glorious.,fact
14960,Amery is impossible.,fact
14961,Quimby is impossible.,fact
14962,Rex is not skinny.,fact
14963,Amery is skinny.,fact
14964,"If there is someone who is both not safe and frightened, then Rex is glorious.",rule
14965,"If Rex is not frightened, then Rex is safe, and vice versa.",rule
14966,Someone who is skinny is always not impossible.,rule
14967,Quimby being impossible implies that Amery is not frightened.,rule
14968,"If there is at least one people who is glorious, then Amery is triangular.",rule
14969,Someone who is eithor impossible or skinny is always not frightened.,rule
14970,Quimby being triangular and Ian being not safe imply that Ian is not impossible.,rule
14971,"As long as someone is not triangular, he is glorious and not safe.",rule
14972,"If there is at least one people who is triangular, then Luisa is not glorious and Ian is safe.",rule
14973,Someone being not frightened is equivalent to being not skinny.,rule
14974,"As long as someone is not glorious and frightened, he is not safe and triangular.",rule
14975,"If someone is not frightened, then he is not impossible, and vice versa.",rule
14976,Harley is big.,fact
14977,Claudia is blue.,fact
14978,Rufus is not better.,fact
14979,Harley is not modern.,fact
14980,Hunter is impossible.,fact
14981,Harley is blue.,fact
14982,Jesse is not blue.,fact
14983,Hunter is not imaginative.,fact
14984,Jesse is impossible.,fact
14985,Colin is not big.,fact
14986,Colin is not modern.,fact
14987,Hunter is big.,fact
14988,"If there is someone who is imaginative, then Harley is modern and Harley is blue.",rule
14989,Someone who is impossible is always both imaginative and not modern.,rule
14990,Someone being both blue and modern is equivalent to being not impossible.,rule
14991,"If Rufus is not modern, then Hunter is not impossible.",rule
14992,"If there is at least one people who is not blue, then Jesse is not impossible.",rule
14993,"If someone is not imaginative or he is blue, then he is big.",rule
14994,"If all people are not impossible or modern, then Jesse is blue.",rule
14995,All big people are not modern.,rule
14996,"As long as someone is not imaginative, he is big and modern.",rule
14997,It can be concluded that Jesse is not blue once knowing that Jesse is not big and Hunter is not impossible.,rule
14998,"If Rufus is blue and Rufus is big, then Rufus is impossible.",rule
14999,Harley being big implies that Claudia is not better and Jesse is impossible.,rule
15000,John is not lively.,fact
15001,Stewart is not medical.,fact
15002,Stewart is not happy.,fact
15003,Crispin is healthy.,fact
15004,Crispin is not sleepy.,fact
15005,Crispin is not willing.,fact
15006,Barclay is healthy.,fact
15007,Bond is not sleepy.,fact
15008,John is not sleepy.,fact
15009,Kayla is medical.,fact
15010,Kayla is not sleepy.,fact
15011,Bond is lively.,fact
15012,"If someone is sleepy and not healthy, then he is not willing, and vice versa.",rule
15013,Someone who is both lively and healthy is always not sleepy.,rule
15014,Someone is happy if and only if he is not willing.,rule
15015,It can be concluded that Katrina is happy once knowing that Crispin is willing or Kayla is not healthy.,rule
15016,It can be concluded that Barclay is not lively once knowing that John is willing.,rule
15017,"If there is at least one people who is both lively and not healthy, then John is medical.",rule
15018,Kayla being medical and Crispin being happy are equivalent to Katrina being lively and Barclay being not willing.,rule
15019,"If there is someone who is happy, then Crispin is not healthy.",rule
15020,"If there is someone who is both not healthy and medical, then Stewart is lively and Crispin is not sleepy.",rule
15021,"If someone is not lively, then he is both not happy and not willing.",rule
15022,"If Stewart is lively, then John is willing and Stewart is not happy.",rule
15023,Crispin being happy is equivalent to Katrina being not medical.,rule
15024,Charlie is not sweet.,fact
15025,Charlie is naughty.,fact
15026,Hamlin is not modern.,fact
15027,Nathalie is naughty.,fact
15028,Hamlin is sweet.,fact
15029,Mark is not sweet.,fact
15030,Hamlin is naughty.,fact
15031,Morris is not messy.,fact
15032,Neil is sweet.,fact
15033,Neil is modern.,fact
15034,Morris is global.,fact
15035,Charlie is global.,fact
15036,"As long as someone is sweet, he is messy and not modern.",rule
15037,Neil being not modern is equivalent to Hamlin being massive.,rule
15038,"If someone is both massive and not global, then he is modern.",rule
15039,"If there is at least one people who is global or sweet, then Mark is modern.",rule
15040,Conan being messy and Neil being sweet imply that Mark is global.,rule
15041,Someone being both massive and not modern is equivalent to being naughty.,rule
15042,Mark being sweet and Conan being not massive imply that Nathalie is modern and Hamlin is not global.,rule
15043,It can be concluded that Nathalie is sweet once knowing that Conan is naughty and Conan is global.,rule
15044,Someone is not modern if and only if he is not messy.,rule
15045,"If Mark is messy, then Neil is global, and vice versa.",rule
15046,"If Charlie is not messy, then Neil is not massive and Hamlin is not sweet, and vice versa.",rule
15047,"As long as someone is either messy or not global, he is not modern and not massive.",rule
15048,Trent is aware.,fact
15049,Kayla is tired.,fact
15050,Kent is not defeated.,fact
15051,Kayla is not aware.,fact
15052,Theobold is agreeable.,fact
15053,Monique is aware.,fact
15054,Theobold is not tired.,fact
15055,Theobold is not aware.,fact
15056,Trent is not untidy.,fact
15057,Aedan is not cool.,fact
15058,Trent is not tired.,fact
15059,Theobold is untidy.,fact
15060,"If there is at least one people who is cool, then Kayla is defeated.",rule
15061,All defeated people are not cool.,rule
15062,It can be concluded that Monique is tired once knowing that Monique is agreeable or Trent is untidy.,rule
15063,Kayla being not aware implies that Theobold is agreeable.,rule
15064,"If someone is both aware and not tired, then he is not agreeable.",rule
15065,Trent is not aware if and only if Aedan is agreeable.,rule
15066,Someone being not defeated is equivalent to being not tired.,rule
15067,"If there is someone who is either not agreeable or cool, then Monique is defeated.",rule
15068,Tracey being not tired is equivalent to Kayla being not agreeable.,rule
15069,Someone is not defeated and aware if and only if he is not tired and agreeable.,rule
15070,Someone who is aware is always both not defeated and untidy.,rule
15071,Aedan being cool or Monique being aware implies that Theobold is defeated.,rule
15072,Albert is wild.,fact
15073,Albert is not tremendous.,fact
15074,Blanche is not acceptable.,fact
15075,Blanche is not tremendous.,fact
15076,Albert is acceptable.,fact
15077,Albion is not acceptable.,fact
15078,Quinn is not condemned.,fact
15079,Jimmy is healthy.,fact
15080,Blanche is wild.,fact
15081,Albert is swift.,fact
15082,Chester is not acceptable.,fact
15083,Quinn is acceptable.,fact
15084,"If someone is tremendous and not acceptable, then he is not condemned and not healthy.",rule
15085,"If there is someone who is both healthy and not tremendous, then Kendall is swift.",rule
15086,Jimmy being wild or Quinn being not tremendous implies that Jimmy is healthy.,rule
15087,"If there is someone who is either not condemned or not wild, then Albion is acceptable and Quinn is tremendous.",rule
15088,Kendall being not acceptable implies that Blanche is swift.,rule
15089,"If there is someone who is not healthy, then Jimmy is not condemned.",rule
15090,Chester being condemned is equivalent to Quinn being not swift and Chester being not healthy.,rule
15091,Jimmy is healthy if and only if Chester is not tremendous.,rule
15092,"If there is at least one people who is condemned or not healthy, then Albion is not swift.",rule
15093,Blanche being swift and Albert being not acceptable imply that Jimmy is not healthy.,rule
15094,Someone being both not condemned and not tremendous is equivalent to being not wild and swift.,rule
15095,"If someone is condemned or he is not tremendous, then he is not wild.",rule
15096,Humphrey is not medical.,fact
15097,Phoebe is not wild.,fact
15098,Marshall is not medical.,fact
15099,Hector is not aggressive.,fact
15100,Monique is not wild.,fact
15101,Rick is wild.,fact
15102,Phoebe is not funny.,fact
15103,Hector is not medical.,fact
15104,Hector is wild.,fact
15105,Rick is aggressive.,fact
15106,Hector is lucky.,fact
15107,Phoebe is aggressive.,fact
15108,"If Humphrey is lucky, then Rick is aggressive.",rule
15109,Someone is not wild if and only if he is not lucky.,rule
15110,Someone who is both wild and tan is always not lucky.,rule
15111,It can be concluded that Marshall is wild once knowing that Monique is lucky.,rule
15112,"If someone is both not aggressive and not wild, then he is not tan.",rule
15113,"If someone is both not aggressive and wild, then he is not medical.",rule
15114,All not aggressive people are not lucky.,rule
15115,"If someone is funny, then he is not wild.",rule
15116,Someone being both not tan and not aggressive is equivalent to being not lucky.,rule
15117,"As long as someone is funny, he is not aggressive and not wild.",rule
15118,Someone who is tan or not wild is always not funny and aggressive.,rule
15119,"If someone is not funny or not aggressive, then he is lucky.",rule
15120,Merlin is not hard-working.,fact
15121,Marlon is not cheeky.,fact
15122,Alexis is harsh.,fact
15123,Marlon is excited.,fact
15124,Glen is competitive.,fact
15125,Marlon is not competitive.,fact
15126,Marlon is determined.,fact
15127,Merlin is not competitive.,fact
15128,Laurence is cheeky.,fact
15129,Douglas is hard-working.,fact
15130,Merlin is not harsh.,fact
15131,Morton is not determined.,fact
15132,Someone who is cheeky is always both hard-working and determined.,rule
15133,"If someone who is not cheeky is also harsh, then he is competitive.",rule
15134,"If there is someone who is either not hard-working or determined, then Alexis is cheeky.",rule
15135,Someone who is both cheeky and competitive is always harsh.,rule
15136,Someone being not determined is equivalent to being not hard-working.,rule
15137,"If there is someone who is either harsh or cheeky, then Glen is excited and Douglas is determined.",rule
15138,"If there is someone who is not determined, then Glen is cheeky.",rule
15139,"If there is at least one people who is harsh, then Alexis is determined and Morton is excited.",rule
15140,Laurence being not hard-working implies that Morton is competitive and Laurence is determined.,rule
15141,"If someone is hard-working or he is not cheeky, then he is not excited.",rule
15142,"If someone is not cheeky, then he is not determined.",rule
15143,"As long as someone is not determined and not cheeky, he is not competitive and not harsh.",rule
15144,Spencer is not political.,fact
15145,Lucy is worried.,fact
15146,Spencer is not worried.,fact
15147,Brian is not ugly.,fact
15148,Spencer is placid.,fact
15149,Herbert is determined.,fact
15150,Lucy is not hurt.,fact
15151,Richard is determined.,fact
15152,Lucy is not determined.,fact
15153,Liam is not placid.,fact
15154,Spencer is not hurt.,fact
15155,Lucy is placid.,fact
15156,"As long as someone is not determined, he is not hurt and not ugly.",rule
15157,Someone who is both ugly and not political is always not determined.,rule
15158,"If there is someone who is placid, then Richard is not hurt and Lucy is not ugly.",rule
15159,"If there is someone who is not determined, then Brian is ugly and Liam is not placid.",rule
15160,Someone is not placid if and only if he is not determined.,rule
15161,"If there is someone who is determined, then Kiefer is not worried and Spencer is placid.",rule
15162,"If there is at least one people who is hurt or placid, then Kiefer is political.",rule
15163,Someone being both not political and placid is equivalent to being ugly.,rule
15164,Brian being not political is equivalent to Brian being not worried and Richard being determined.,rule
15165,"If someone who is placid is also not determined, then he is hurt.",rule
15166,"If there is someone who is both not hurt and determined, then Kiefer is not ugly.",rule
15167,Spencer being worried is equivalent to Herbert being not determined and Richard being placid.,rule
15168,Aubrey is impossible.,fact
15169,Gardner is not exciting.,fact
15170,Neil is not magnificent.,fact
15171,Brice is not impossible.,fact
15172,Aubrey is exciting.,fact
15173,Marlon is impossible.,fact
15174,Marlon is tired.,fact
15175,Gardner is impossible.,fact
15176,Brice is not puny.,fact
15177,Truman is not impossible.,fact
15178,Chatwin is not exciting.,fact
15179,Aubrey is not magnificent.,fact
15180,Someone being both exciting and not impossible is equivalent to being not smiling.,rule
15181,"If someone is not magnificent or he is not tired, then he is not impossible.",rule
15182,Someone who is not exciting is always smiling.,rule
15183,Someone who is both not puny and magnificent is always not impossible.,rule
15184,"If someone is not tired, then he is both puny and smiling.",rule
15185,"If there is someone who is exciting, then Aubrey is not smiling.",rule
15186,"If someone is impossible and smiling, then he is both not magnificent and not tired, and vice versa.",rule
15187,Gardner being exciting or Truman being not tired implies that Aubrey is puny.,rule
15188,Someone being both tired and not puny is equivalent to being not exciting and impossible.,rule
15189,Someone who is not smiling is always exciting.,rule
15190,"If Brice is puny, then Marlon is not impossible and Truman is not tired.",rule
15191,"If Aubrey is exciting, then Neil is not magnificent and Truman is smiling.",rule
15192,Ashley is splendid.,fact
15193,Ashley is upset.,fact
15194,Charlie is not splendid.,fact
15195,Lauren is not foolish.,fact
15196,Heath is not upset.,fact
15197,Heath is not beautiful.,fact
15198,Travis is oak.,fact
15199,Quimby is upset.,fact
15200,Lauren is not splendid.,fact
15201,Travis is not foolish.,fact
15202,Charlie is not oak.,fact
15203,Ashley is beautiful.,fact
15204,Someone who is eithor not foolish or upset is always not splendid.,rule
15205,"If someone who is not splendid is also foolish, then he is tame.",rule
15206,Someone is upset and oak if and only if he is foolish and tame.,rule
15207,"If Charlie is not splendid, then Charlie is not foolish.",rule
15208,"If there is someone who is not foolish, then Quimby is tame and Charlie is upset.",rule
15209,"If there is at least one people who is not splendid or not foolish, then Quimby is not upset.",rule
15210,"If there is at least one people who is not foolish, then Ashley is not tame.",rule
15211,"If Charlie is tame or Travis is splendid, then Charlie is beautiful.",rule
15212,Someone who is both not upset and foolish is always beautiful.,rule
15213,"if there is at least one people who is upset and not beautiful, then Blanche is foolish and Charlie is not oak.",rule
15214,"If Travis is not splendid, then Heath is not foolish.",rule
15215,"As long as someone is not tame, he is upset and not beautiful.",rule
15216,Colin is sexual.,fact
15217,Alexis is not annoying.,fact
15218,Alexis is not crooked.,fact
15219,Gardner is not crazy.,fact
15220,Horace is not sexual.,fact
15221,Gardner is not sexual.,fact
15222,Horace is annoying.,fact
15223,Colin is not crooked.,fact
15224,Mark is not annoying.,fact
15225,Mark is not crooked.,fact
15226,Colin is not crazy.,fact
15227,Curtis is annoying.,fact
15228,"If Colin is crooked or Mark is annoying, then Curtis is not sexual.",rule
15229,Someone who is eithor not sexual or crazy is always annoying.,rule
15230,Colin being sexual implies that Curtis is crazy and Mark is annoying.,rule
15231,Alexis being sexual implies that Gardner is crazy.,rule
15232,"If Colin is sexual, then Alexis is petite.",rule
15233,"If someone is crazy, then he is annoying.",rule
15234,Someone who is both petite and sexual is always annoying.,rule
15235,Someone is sexual and not crazy if and only if he is crooked and every.,rule
15236,"If there is at least one people who is sexual, then Mark is crazy and Gilbert is crooked.",rule
15237,"If there is someone who is both not annoying and every, then Mark is not petite and Gilbert is sexual.",rule
15238,"As long as someone is not crooked, he is sexual and not petite.",rule
15239,"If someone is not crooked and crazy, then he is not every and petite.",rule
15240,Ryan is not sincere.,fact
15241,Albert is elated.,fact
15242,Ryan is not light.,fact
15243,Braden is sincere.,fact
15244,Albert is not frail.,fact
15245,Gardner is not afraid.,fact
15246,Thomas is sincere.,fact
15247,Arthur is cheeky.,fact
15248,Thomas is not cheeky.,fact
15249,Marion is afraid.,fact
15250,Arthur is not afraid.,fact
15251,Braden is afraid.,fact
15252,Someone being sincere is equivalent to being not cheeky.,rule
15253,Braden being not light implies that Arthur is cheeky.,rule
15254,It can be concluded that Arthur is sincere once knowing that Albert is frail and Braden is light.,rule
15255,"If Braden is frail, then Gardner is cheeky and Thomas is not elated.",rule
15256,"If there is at least one people who is not sincere, then Gardner is elated.",rule
15257,"If there is someone who is both not sincere and afraid, then Ryan is frail.",rule
15258,"If someone is not light, then he is both sincere and cheeky.",rule
15259,"If there is nobody who is not not sincere, then Arthur is not light and Ryan is cheeky.",rule
15260,Braden being not light or Braden being not elated implies that Marion is frail.,rule
15261,Someone who is both afraid and not elated is always not frail.,rule
15262,All elated people are light.,rule
15263,All light people are frail.,rule
15264,Carlton is hilarious.,fact
15265,Sterling is better.,fact
15266,Rosie is better.,fact
15267,Rosie is not hilarious.,fact
15268,Lars is not hilarious.,fact
15269,Carlton is not excited.,fact
15270,Herman is better.,fact
15271,Kurt is creepy.,fact
15272,Buck is not excited.,fact
15273,Rosie is creepy.,fact
15274,Lars is not better.,fact
15275,Sterling is not excited.,fact
15276,Someone being both not hilarious and not better is equivalent to being not annoyed.,rule
15277,"If someone is hilarious, then he is not excited, and vice versa.",rule
15278,Someone being both excited and not better is equivalent to being not hilarious and not creepy.,rule
15279,"If everyone is not excited, then Kurt is not worried and Carlton is annoyed.",rule
15280,"If someone is better, then he is both excited and annoyed.",rule
15281,Someone being both not worried and not excited is equivalent to being not hilarious and better.,rule
15282,"If there is someone who is better, then Herman is not excited and Herman is worried.",rule
15283,Lars being annoyed is equivalent to Kurt being worried.,rule
15284,"If Kurt is excited, then Kurt is better, and vice versa.",rule
